ID;Parent_ID;Tipo_Organo
1278;1277;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
1279;1278;SERVICIO DE PROTECCIÓN Y BIENESTAR ANIMAL
1280;1279;DEPARTAMENTO DE TRAMITACIÓN ADMNISTRATIVA Y ASISTENCIA JURÍDICA
1281;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
1282;1281;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
1283;1282;SERVICIO DE PROTECCIÓN Y BIENESTAR ANIMAL
1284;1283;DEPARTAMENTO DE TRAMITACIÓN ADMNISTRATIVA Y ASISTENCIA JURÍDICA
1285;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
1286;1285;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
1287;1286;SERVICIO DE PROTECCIÓN Y BIENESTAR ANIMAL
1288;1287;DEPARTAMENTO DE TRAMITACIÓN ADMNISTRATIVA Y ASISTENCIA JURÍDICA
1289;999999;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE
1290;1289;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL
1291;1290;SEGURIDAD CIUDADANA
1292;1291;SEGURIDAD CIUDADANA
1293;999999;ALCALDIA PRESIDENCIA
1294;1293;ALCALDIA PRESIDENCIA
1295;1294;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO
1296;1295;DEPARTAMENTO DE ATENCIÓN A LA CIUDADANÍA
1297;999999;ALCALDIA PRESIDENCIA
1298;1297;ALCALDIA PRESIDENCIA
1299;1298;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO
1300;1299;DEPARTAMENTO DE ATENCIÓN A LA CIUDADANÍA
1301;999999;ALCALDIA PRESIDENCIA
1302;1301;ALCALDIA PRESIDENCIA
1303;1302;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO
1304;1303;DEPARTAMENTO DE ATENCIÓN A LA CIUDADANÍA
1305;999999;ALCALDIA PRESIDENCIA
1306;1305;ALCALDIA PRESIDENCIA
1307;1306;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO
1308;1307;DEPARTAMENTO DE ATENCIÓN A LA CIUDADANÍA
1309;999999;ALCALDIA PRESIDENCIA
1310;1309;ALCALDIA PRESIDENCIA
1311;1310;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO
1312;1311;DEPARTAMENTO DE ATENCIÓN A LA CIUDADANÍA
1313;999999;ALCALDIA PRESIDENCIA
1314;1313;ALCALDIA PRESIDENCIA
1315;1314;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO
1316;1315;DEPARTAMENTO DE ATENCIÓN A LA CIUDADANÍA
1317;999999;ALCALDIA PRESIDENCIA
1318;1317;ALCALDIA PRESIDENCIA
1319;1318;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO
1320;1319;DEPARTAMENTO DE ATENCIÓN A LA CIUDADANÍA
1321;999999;ALCALDIA PRESIDENCIA
1322;1321;ALCALDIA PRESIDENCIA
1323;1322;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO
1324;1323;DEPARTAMENTO DE GABINETE DE PRENSA
1325;999999;ALCALDIA PRESIDENCIA
1326;1325;ALCALDIA PRESIDENCIA
1327;1326;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO
1328;1327;DEPARTAMENTO DE GABINETE DE PRENSA
1329;999999;ALCALDIA PRESIDENCIA
1330;1329;ALCALDIA PRESIDENCIA
1331;1330;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO
1332;1331;DEPARTAMENTO DE RADIO Y TV MUNICIPAL-ONDA JEREZ
1333;999999;ALCALDIA PRESIDENCIA
1334;1333;ALCALDIA PRESIDENCIA
1335;1334;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO
1336;1335;DEPARTAMENTO DE RADIO Y TV MUNICIPAL-ONDA JEREZ
1337;999999;ALCALDIA PRESIDENCIA
1338;1337;ALCALDIA PRESIDENCIA
1339;1338;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO
1340;1339;DEPARTAMENTO DE RADIO Y TV MUNICIPAL-ONDA JEREZ
1341;999999;ALCALDIA PRESIDENCIA
1342;1341;ALCALDIA PRESIDENCIA
1343;1342;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO
1344;1343;DEPARTAMENTO DE RADIO Y TV MUNICIPAL-ONDA JEREZ
1345;999999;ALCALDIA PRESIDENCIA
1346;1345;ALCALDIA PRESIDENCIA
1347;1346;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO
1348;1347;DEPARTAMENTO DE RADIO Y TV MUNICIPAL-ONDA JEREZ
1349;999999;ALCALDIA PRESIDENCIA
1350;1349;ALCALDIA PRESIDENCIA
1351;1350;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO
1352;1351;DEPARTAMENTO DE RADIO Y TV MUNICIPAL-ONDA JEREZ
1353;999999;ALCALDIA PRESIDENCIA
1354;1353;ALCALDIA PRESIDENCIA
1355;1354;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO
1356;1355;DEPARTAMENTO DE RADIO Y TV MUNICIPAL-ONDA JEREZ
1357;999999;ALCALDIA PRESIDENCIA
1358;1357;ALCALDIA PRESIDENCIA
1359;1358;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO
1360;1359;DEPARTAMENTO DE RADIO Y TV MUNICIPAL-ONDA JEREZ
1361;999999;ALCALDIA PRESIDENCIA
1362;1361;ALCALDIA PRESIDENCIA
1363;1362;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO
1364;1363;DEPARTAMENTO DE RADIO Y TV MUNICIPAL-ONDA JEREZ
1365;999999;ALCALDIA PRESIDENCIA
1366;1365;ALCALDIA PRESIDENCIA
1367;1366;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO
1368;1367;DEPARTAMENTO DE RADIO Y TV MUNICIPAL-ONDA JEREZ
1369;999999;ALCALDIA PRESIDENCIA
1370;1369;ALCALDIA PRESIDENCIA
1371;1370;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO
1372;1371;DEPARTAMENTO DE RADIO Y TV MUNICIPAL-ONDA JEREZ
1373;999999;ALCALDIA PRESIDENCIA
1374;1373;ALCALDIA PRESIDENCIA
1375;1374;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO
1376;1375;DEPARTAMENTO DE RADIO Y TV MUNICIPAL-ONDA JEREZ
1377;999999;ALCALDIA PRESIDENCIA
1378;1377;ALCALDIA PRESIDENCIA
1379;1378;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO
1380;1379;DEPARTAMENTO DE RADIO Y TV MUNICIPAL-ONDA JEREZ
1381;999999;ALCALDIA PRESIDENCIA
1382;1381;ALCALDIA PRESIDENCIA
1383;1382;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO
1384;1383;DEPARTAMENTO DE RADIO Y TV MUNICIPAL-ONDA JEREZ
1385;999999;ALCALDIA PRESIDENCIA
1386;1385;ALCALDIA PRESIDENCIA
1387;1386;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO
1388;1387;DEPARTAMENTO DE RADIO Y TV MUNICIPAL-ONDA JEREZ
1389;999999;ALCALDIA PRESIDENCIA
1390;1389;ALCALDIA PRESIDENCIA
1391;1390;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO
1392;1391;DEPARTAMENTO DE RADIO Y TV MUNICIPAL-ONDA JEREZ
1393;999999;ALCALDIA PRESIDENCIA
1394;1393;ALCALDIA PRESIDENCIA
1395;1394;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO
1396;1395;DEPARTAMENTO DE RADIO Y TV MUNICIPAL-ONDA JEREZ
1397;999999;ALCALDIA PRESIDENCIA
1398;1397;ALCALDIA PRESIDENCIA
1399;1398;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO
1400;1399;DEPARTAMENTO DE RADIO Y TV MUNICIPAL-ONDA JEREZ
1401;999999;ALCALDIA PRESIDENCIA
1402;1401;ALCALDIA PRESIDENCIA
1403;1402;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO
1404;1403;DEPARTAMENTO DE RADIO Y TV MUNICIPAL-ONDA JEREZ
1405;999999;ALCALDIA PRESIDENCIA
1406;1405;ALCALDIA PRESIDENCIA
1407;1406;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO
1408;1407;DEPARTAMENTO DE ADMINISTRACIÓN PUBLICA ELECTRÓNICA
1409;999999;ÁREA DE GOBIERNO DE ACCIÓN SOCIAL Y POLÍTICAS INCLUSIVAS
1410;1409;DELEGACIÓN DE ACCIÓN SOCIAL Y MAYORES
1411;1410;SERVICIO DE ACCIÓN SOCIAL Y MAYORES
1412;1411;DEPARTAMENTO DE DEPENDENCIA, DISCAPACIDAD Y ATENCIÓN AL MAYOR
1413;999999;ÁREA DE GOBIERNO DE ACCIÓN SOCIAL Y POLÍTICAS INCLUSIVAS
1414;1413;DELEGACIÓN DE ACCIÓN SOCIAL Y MAYORES
1415;1414;SERVICIO DE ACCIÓN SOCIAL Y MAYORES
1416;1415;DEPARTAMENTO DE DEPENDENCIA, DISCAPACIDAD Y ATENCIÓN AL MAYOR
1417;999999;ÁREA DE GOBIERNO DE ACCIÓN SOCIAL Y POLÍTICAS INCLUSIVAS
1418;1417;DELEGACIÓN DE ACCIÓN SOCIAL Y MAYORES
1419;1418;SERVICIO DE ACCIÓN SOCIAL Y MAYORES
1420;1419;DEPARTAMENTO DE  ACCIÓN COMUNITARIA Y ACOGIDA
1421;999999;ÁREA DE GOBIERNO DE ACCIÓN SOCIAL Y POLÍTICAS INCLUSIVAS
1422;1421;DELEGACIÓN DE ACCIÓN SOCIAL Y MAYORES
1423;1422;SERVICIO DE ACCIÓN SOCIAL Y MAYORES
1424;1423;DEPARTAMENTO DE  ACCIÓN COMUNITARIA Y ACOGIDA
1425;999999;ÁREA DE GOBIERNO DE ACCIÓN SOCIAL Y POLÍTICAS INCLUSIVAS
1426;1425;DELEGACIÓN DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA, DIVERSIDAD Y VIVIENDA Y COORDINACIÓN DE DISTRITOS
1427;1426;SERVICIO DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA
1428;1427;JEFATURA DEPARTAMENTO DE JUVENTUD
1429;999999;ÁREA DE GOBIERNO DE ACCIÓN SOCIAL Y POLÍTICAS INCLUSIVAS
1430;1429;DELEGACIÓN DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA, DIVERSIDAD Y VIVIENDA Y COORDINACIÓN DE DISTRITOS
1431;1430;SERVICIO DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA
1432;1431;JEFATURA DEPARTAMENTO DE JUVENTUD
1433;999999;ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO
1434;1433;DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO
1435;1434;SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO
1436;1435;SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO
1437;999999;ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO
1438;1437;DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO
1439;1438;SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO
1440;1439;SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO
1441;999999;ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO
1442;1441;DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO
1443;1442;SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO
1444;1443;DEPARTAMENTO DE CULTURA Y FIESTAS
1445;999999;ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO
1446;1445;DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO
1447;1446;SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO
1448;1447;DEPARTAMENTO DE CULTURA Y FIESTAS
1449;999999;ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO
1450;1449;DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO
1451;1450;SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO
1452;1451;DEPARTAMENTO DE CULTURA Y FIESTAS
1453;999999;ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO
1454;1453;DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO
1455;1454;SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO
1456;1455;DEPARTAMENTO DE GESTIÓN DE PATRIMONIO HISTÓRICO
1457;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
1458;1457;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO
1459;1458;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1460;1459;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1461;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
1462;1461;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO
1463;1462;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1464;1463;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1465;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
1466;1465;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO
1467;1466;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1468;1467;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1469;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
1470;1469;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO
1471;1470;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1472;1471;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1473;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
1474;1473;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO
1475;1474;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1476;1475;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1477;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
1478;1477;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO
1479;1478;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1480;1479;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1481;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
1482;1481;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO
1483;1482;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1484;1483;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1485;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
1486;1485;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO
1487;1486;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1488;1487;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1489;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
1490;1489;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO
1491;1490;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1492;1491;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1493;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
1494;1493;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO
1495;1494;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1496;1495;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1497;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
1498;1497;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO
1499;1498;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1500;1499;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1501;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
1502;1501;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO
1503;1502;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1504;1503;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1505;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
1506;1505;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO
1507;1506;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1508;1507;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1509;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
1510;1509;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO
1511;1510;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1512;1511;DEPARTAMENTO DE EDUCACIÓN
1513;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
1514;1513;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO
1515;1514;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1516;1515;DEPARTAMENTO DE EDUCACIÓN
1517;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
1518;1517;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO
1519;1518;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1520;1519;DEPARTAMENTO DE EDUCACIÓN
1521;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
1522;1521;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO
1523;1522;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1524;1523;DEPARTAMENTO DE EDUCACIÓN
1525;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
1526;1525;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO
1527;1526;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1528;1527;DEPARTAMENTO DE EDUCACIÓN
1529;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
1530;1529;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO
1531;1530;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1532;1531;DEPARTAMENTO DE EDUCACIÓN
1533;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
1534;1533;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO
1535;1534;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1536;1535;DEPARTAMENTO DE EDUCACIÓN
1537;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
1538;1537;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO
1539;1538;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1540;1539;DEPARTAMENTO DE EDUCACIÓN
1541;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
1542;1541;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO
1543;1542;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1544;1543;DEPARTAMENTO DE EDUCACIÓN
1545;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
1546;1545;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO
1547;1546;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1548;1547;DEPARTAMENTO DE EDUCACIÓN
1549;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
1550;1549;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO
1551;1550;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1552;1551;DEPARTAMENTO DE EDUCACIÓN
1553;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
1554;1553;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO
1555;1554;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1556;1555;DEPARTAMENTO DE EDUCACIÓN
1557;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
1558;1557;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO
1559;1558;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1560;1559;DEPARTAMENTO DE EDUCACIÓN
1561;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
1562;1561;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO
1563;1562;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO
1564;1563;DEPARTAMENTO DE EDUCACIÓN
1565;999999;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH
