"areaGobierno","delegacion","servicio","departamento","nivelPuesto","zz","nombrePuesto","tipoPuesto","tipoPersonal","formaProvision","adscripciongrupos","adcripcionescalas","nivelComplementoDestino","complementoEspecificoEuros","observaciones","requisitos","situacion"
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE DEPORTES Y MEDIO RURAL","SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS","DEPARTAMENTO GESTIÓN DE INSTALACIONES DEPORTIVAS Y PLANIFICACIÓN","AU","AU003","MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE","NS","L","C","C2",,1421,8330,,"TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE DEPORTES Y MEDIO RURAL","SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS","DEPARTAMENTO GESTIÓN DE INSTALACIONES DEPORTIVAS Y PLANIFICACIÓN","AU","AU003","MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE","NS","L","C","C2",,1421,8330,,"TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE DEPORTES Y MEDIO RURAL","SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS","DEPARTAMENTO GESTIÓN DE INSTALACIONES DEPORTIVAS Y PLANIFICACIÓN","AU","AU003","MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE","NS","L","C","C2",,1421,8330,,"TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE DEPORTES Y MEDIO RURAL","SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS","DEPARTAMENTO GESTIÓN DE INSTALACIONES DEPORTIVAS Y PLANIFICACIÓN","AU","AU031","MONITOR/A DE NATACIÓN Y SOCORRISTA","NS","L","C","C2",,1421,8330,,"TA0","VACANTE"
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE DEPORTES Y MEDIO RURAL","SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS","DEPARTAMENTO GESTIÓN DE INSTALACIONES DEPORTIVAS Y PLANIFICACIÓN","AU","AU031","MONITOR/A DE NATACIÓN Y SOCORRISTA","NS","L","C","C2",,1421,8330,,"TA0","VACANTE"
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE DEPORTES Y MEDIO RURAL","SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS","DEPARTAMENTO GESTIÓN DE INSTALACIONES DEPORTIVAS Y PLANIFICACIÓN","AU","AU031","MONITOR/A DE NATACIÓN Y SOCORRISTA","NS","L","C","C2",,1421,8330,,"TA0","VACANTE"
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE DEPORTES Y MEDIO RURAL","SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS","DEPARTAMENTO GESTIÓN DE INSTALACIONES DEPORTIVAS Y PLANIFICACIÓN","AU","AU031","MONITOR/A DE NATACIÓN Y SOCORRISTA","NS","L","C","C2",,1421,8330,,"TA0","VACANTE"
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE DEPORTES Y MEDIO RURAL","SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS","DEPARTAMENTO GESTIÓN DE INSTALACIONES DEPORTIVAS Y PLANIFICACIÓN","AU","AU031","MONITOR/A DE NATACIÓN Y SOCORRISTA","NS","L","C","C2",,1421,8330,,"TA0","VACANTE"
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE DEPORTES Y MEDIO RURAL","SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS","DEPARTAMENTO GESTIÓN DE INSTALACIONES DEPORTIVAS Y PLANIFICACIÓN","AU","AU031","MONITOR/A DE NATACIÓN Y SOCORRISTA","NS","L","C","C2",,1421,8330,,"TA0","VACANTE"
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE DEPORTES Y MEDIO RURAL","SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS","DEPARTAMENTO GESTIÓN DE INSTALACIONES DEPORTIVAS Y PLANIFICACIÓN","AU","AU031","MONITOR/A DE NATACIÓN Y SOCORRISTA","NS","L","C","C2",,1421,8330,,"TA0","VACANTE"
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE DEPORTES Y MEDIO RURAL","SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS","DEPARTAMENTO GESTIÓN DE INSTALACIONES DEPORTIVAS Y PLANIFICACIÓN","AU","AU031","MONITOR/A DE NATACIÓN Y SOCORRISTA","NS","L","C","C2",,1421,8330,,"TA0","VACANTE"
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE DEPORTES Y MEDIO RURAL","SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS","DEPARTAMENTO GESTIÓN DE INSTALACIONES DEPORTIVAS Y PLANIFICACIÓN","TE","TE014","MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE","NS","L","C","C1",,1621,8330,,"TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE DEPORTES Y MEDIO RURAL","SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS","DEPARTAMENTO DE PROMOCIÓN DEPORTIVA","AU","AU003","MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE","NS","L","C","C2",,1421,8330,,"TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE DEPORTES Y MEDIO RURAL","SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS","DEPARTAMENTO DE PROMOCIÓN DEPORTIVA","AU","AU003","MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE","NS","L","C","C2",,1421,8330,,"TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE DEPORTES Y MEDIO RURAL","SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS","DEPARTAMENTO DE PROMOCIÓN DEPORTIVA","AU","AU003","MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE","NS","L","C","C2",,1421,8330,,"TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE DEPORTES Y MEDIO RURAL","SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS","DEPARTAMENTO DE PROMOCIÓN DEPORTIVA","AU","AU003","MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE","NS","L","C","C2",,1421,8330,,"TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE DEPORTES Y MEDIO RURAL","SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS","DEPARTAMENTO DE PROMOCIÓN DEPORTIVA","AU","AU003","MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE","NS","L","C","C2",,1421,8330,,"TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE DEPORTES Y MEDIO RURAL","SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS","DEPARTAMENTO DE PROMOCIÓN DEPORTIVA","AU","AU003","MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE","NS","L","C","C2",,1421,8330,,"TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE DEPORTES Y MEDIO RURAL","SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS","DEPARTAMENTO DE PROMOCIÓN DEPORTIVA","AU","AU003","MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE","NS","L","C","C2",,1421,8330,,"TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE DEPORTES Y MEDIO RURAL","SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS","DEPARTAMENTO DE PROMOCIÓN DEPORTIVA","AU","AU003","MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE","NS","L","C","C2",,1421,8330,,"TA0","VACANTE"
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE DEPORTES Y MEDIO RURAL","SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS","DEPARTAMENTO DE PROMOCIÓN DEPORTIVA","AU","AU003","MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE","NS","L","C","C2",,1421,8330,,"TA0","VACANTE"
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE DEPORTES Y MEDIO RURAL","SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS","DEPARTAMENTO DE PROMOCIÓN DEPORTIVA","AU","AU003","MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE","NS","L","C","C2",,1421,8330,,"TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE DEPORTES Y MEDIO RURAL","SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS","DEPARTAMENTO DE PROMOCIÓN DEPORTIVA","AU","AU003","MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE","NS","L","C","C2",,1421,8330,,"TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE DEPORTES Y MEDIO RURAL","SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS","DEPARTAMENTO DE PROMOCIÓN DEPORTIVA","AU","AU003","MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE","NS","L","C","C2",,1421,8330,,"TA0",
"ÁREA DE GOBIERNO DE ACCIÓN SOCIAL Y POLÍTICAS INCLUSIVAS","DELEGACIÓN DE ACCIÓN SOCIAL Y MAYORES","SERVICIO DE ACCIÓN SOCIAL Y MAYORES","DEPARTAMENTO DE  ACCIÓN COMUNITARIA Y ACOGIDA","AU","AU003","MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE","NS","L","C","C2",,1421,8330,,"AERL","TA0"
"ÁREA DE GOBIERNO DE ACCIÓN SOCIAL Y POLÍTICAS INCLUSIVAS","DELEGACIÓN DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA, DIVERSIDAD Y VIVIENDA Y COORDINACIÓN DE DISTRITOS","SERVICIO DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA","JEFATURA DEPARTAMENTO DE JUVENTUD","AU","AU003","MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE","NS","L","C","C2",,1421,8330,,"TA0",
"ÁREA DE GOBIERNO DE ACCIÓN SOCIAL Y POLÍTICAS INCLUSIVAS","DELEGACIÓN DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA, DIVERSIDAD Y VIVIENDA Y COORDINACIÓN DE DISTRITOS","SERVICIO DE PARTICIPACIÓN CIUDADANA, DISTRITOS Y VIVIENDA","SERVICIO DE PARTICIPACIÓN CIUDADANA, DISTRITOS Y VIVIENDA","AU","AU013","AGENTE DE DINAMIZACIÓN SOCIAL","NS","L","C","C2",,1421,8330,,"TA0",
"ÁREA DE GOBIERNO DE ACCIÓN SOCIAL Y POLÍTICAS INCLUSIVAS","DELEGACIÓN DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA, DIVERSIDAD Y VIVIENDA Y COORDINACIÓN DE DISTRITOS","SERVICIO DE PARTICIPACIÓN CIUDADANA, DISTRITOS Y VIVIENDA","UNIDAD DE ATENCIÓN SUR","AU","AU003","MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE","NS","L","C","C2",,1421,8330,,"TA0",
"ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO","DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO","SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO","DEPARTAMENTO DE CULTURA Y FIESTAS","AU","AU009","AUXILIAR DE DISEÑO (IMPRENTA)","NS","L","C","C2",,1421,8330,,"TA0","VACANTE"
"ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO","DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO","SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO","DEPARTAMENTO DE CULTURA Y FIESTAS","AU","AU003","MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE","NS","L","C","C2",,1421,8330,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SERVICIO DE PROTECCIÓN Y BIENESTAR ANIMAL","SERVICIO DE PROTECCIÓN Y BIENESTAR ANIMAL","AU","AU003","MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE","NS","L","C","C2",,1421,8330,,"TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SERVICIO DE PROTECCIÓN Y BIENESTAR ANIMAL","DEPARTAMENTO DE GESTIÓN, CONSERVACIÓN E INVESTIGACIÓN","AU","AU003","MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE","NS","L","C","C2",,1421,8330,,"TA0",
"ALCALDÍA   PRESIDENCIA","ALCALDÍA   PRESIDENCIA","SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO","DEPARTAMENTO DE ATENCIÓN A LA CIUDADANÍA","AU","AU001","INSPECTOR/A","NS","F","C","C2","A.G.",16215,8528," PLF","TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE","DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE","DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE","AU","AU001","INSPECTOR/A","NS","F","C","C2","A.G.",16215,8528," PLF","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE","DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE","DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE","AU","AU001","INSPECTOR/A","NS","F","C","C2","A.G.",16215,8528," PLF","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE","SERVICIO DE GESTIÓN DEL PROCESO URBANÍSTICO","DEPARTAMENTO DE URBANIZACIÓN","AU","AU001","INSPECTOR/A","NS","F","C","C2","A.G.",16215,8528," PLF","TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE","SERVICIO DE CONTROL DE EJECUCIÓN DE LA EDIFICACIÓN","SERVICIO DE CONTROL DE EJECUCIÓN DE LA EDIFICACIÓN","AU","AU001","INSPECTOR/A","NS","F","C","C2","A.G.",16215,8528," PLF","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE","SERVICIO DE CONTROL DE EJECUCIÓN DE LA EDIFICACIÓN","DEPARTAMENTO DE DISCIPLINA","AU","AU001","INSPECTOR/A","NS","F","C","C2","A.G.",16215,8528," PLF","TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE","SERVICIO DE CONTROL DE EJECUCIÓN DE LA EDIFICACIÓN","DEPARTAMENTO DE DISCIPLINA","AU","AU001","INSPECTOR/A","NS","F","C","C2","A.G.",16215,8528," PLF","TA0",
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE","SERVICIO DE CONTROL DE EJECUCIÓN DE LA EDIFICACIÓN","DEPARTAMENTO DE DISCIPLINA","AU","AU001","INSPECTOR/A","NS","F","C","C2","A.G.",16215,8528," PLF","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE","SERVICIO DE GESTIÓN DE MEDIO AMBIENTE","DEPARTAMENTO DE ESPACIOS PÚBLICOS","AU","AU001","INSPECTOR/A","NS","F","C","C2","A.G.",16215,8528," PLF","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE","SERVICIO DE GESTIÓN DE MEDIO AMBIENTE","DEPARTAMENTO DE ESPACIOS PÚBLICOS","AU","AU001","INSPECTOR/A","NS","F","C","C2","A.G.",16215,8528," PLF","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE","SERVICIO DE GESTIÓN DE MEDIO AMBIENTE","DEPARTAMENTO DE GESTIÓN MEDIOAMBIENTAL","AU","AU001","INSPECTOR/A","NS","F","C","C2","A.G.",16215,8528," PLF","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SERVICIO DE MOVILIDAD Y FIESTAS","DEPARTAMENTO DE TRANSPORTE PÚBLICO Y CIRCULACION","AU","AU011","INSPECTOR/A  DE MOVILIDAD","NS","F","C","C2","A.G.",16215,8528," PLF","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SERVICIO DE MOVILIDAD Y FIESTAS","DEPARTAMENTO DE TRANSPORTE PÚBLICO Y CIRCULACION","AU","AU011","INSPECTOR/A  DE MOVILIDAD","NS","F","C","C2","A.G.",16215,8528," PLF","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SERVICIO DE MOVILIDAD Y FIESTAS","DEPARTAMENTO DE TRANSPORTE PÚBLICO Y CIRCULACION","AU","AU011","INSPECTOR/A  DE MOVILIDAD","NS","F","C","C2","A.G.",16215,8528," PLF","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SERVICIO DE MOVILIDAD Y FIESTAS","DEPARTAMENTO DE TRANSPORTE PÚBLICO Y CIRCULACION","AU","AU011","INSPECTOR/A  DE MOVILIDAD","NS","F","C","C2","A.G.",16215,8528," PLF","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE","DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL","SERVICIO DE PROTECCIÓN Y BIENESTAR ANIMAL","DEPARTAMENTO DE TRAMITACIÓN ADMNISTRATIVA Y ASISTENCIA JURÍDICA","AU","AU001","INSPECTOR/A","NS","F","C","C2","A.G.",16215,8528," PLF","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO","SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO","DEPARTAMENTO DE EDUCACIÓN","TE","TE004","MONITOR/A MUSICAL","NS","L","C","C1",,16215,8726," AE","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE TURISMO, COMERCIO Y CONSUMO","SERVICIO DE TURISMO, COMERCIO Y CONSUMO","SERVICIO DE TURISMO, COMERCIO Y CONSUMO","SU","SU015","MOZO/A EQUITACIÓN/CUADRA","NS","F/L","C","E","A.E.",13225,8726,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE TURISMO, COMERCIO Y CONSUMO","SERVICIO DE TURISMO, COMERCIO Y CONSUMO","SERVICIO DE TURISMO, COMERCIO Y CONSUMO","SU","SU016","MOZO/A MERCADO","NS","F/L","C","E","A.E.",13225,8726,"AERL","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE TURISMO, COMERCIO Y CONSUMO","SERVICIO DE TURISMO, COMERCIO Y CONSUMO","SERVICIO DE TURISMO, COMERCIO Y CONSUMO","SU","SU016","MOZO/A MERCADO","NS","F/L","C","E","A.E.",13225,8726,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE TURISMO, COMERCIO Y CONSUMO","SERVICIO DE TURISMO, COMERCIO Y CONSUMO","SERVICIO DE TURISMO, COMERCIO Y CONSUMO","SU","SU016","MOZO/A MERCADO","NS","F/L","C","E","A.E.",13225,8726,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE TURISMO, COMERCIO Y CONSUMO","SERVICIO DE TURISMO, COMERCIO Y CONSUMO","SERVICIO DE TURISMO, COMERCIO Y CONSUMO","SU","SU016","MOZO/A MERCADO","NS","F/L","C","E","A.E.",13225,8726,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE DEPORTES Y MEDIO RURAL","SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS","DEPARTAMENTO GESTIÓN DE INSTALACIONES DEPORTIVAS Y PLANIFICACIÓN","SU","SU015","MOZO/A EQUITACIÓN/CUADRA","NS","F/L","C","E","A.E.",13225,8726,"AERL","TA0","VACANTE"
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE DEPORTES Y MEDIO RURAL","SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS","DEPARTAMENTO GESTIÓN DE INSTALACIONES DEPORTIVAS Y PLANIFICACIÓN","SU","SU015","MOZO/A EQUITACIÓN/CUADRA","NS","F/L","C","E","A.E.",13225,8726,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE DEPORTES Y MEDIO RURAL","SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS","DEPARTAMENTO DE PROMOCIÓN DEPORTIVA","SU","SU015","MOZO/A EQUITACIÓN/CUADRA","NS","F/L","C","E","A.E.",13225,8726,"AERL","TA0",
"ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH","DELEGACIÓN DE DEPORTES Y MEDIO RURAL","SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS","DEPARTAMENTO DE PROMOCIÓN DEPORTIVA","SU","SU015","MOZO/A EQUITACIÓN/CUADRA","NS","F/L","C","E","A.E.",13225,8726,"AERL","TA0",
